,a,b,c,d,e
4.328,1.85692929,7.405256119,1.382151732,8.623395983,7.711488502
4.329,9.600864328,3.189924464,0.722832503,4.139065523,3.769008186
4.33,2.457838488,8.958044881,0.565954107,4.306928633,9.870982198
4.331,8.649174173,6.424528511,1.39030751,4.285172797,1.583705654
4.332,3.419936541,6.519437657,7.105252164,2.591001944,9.150725658
4.333,9.95086574,6.38954364,6.71519986,0.127519294,4.499247783
4.334,6.608731347,4.470956063,5.115934448,4.763251639,5.277267707
4.335,7.339381506,3.734186688,6.975784038,7.595666126,3.219332449
4.336,6.178343538,6.517351205,2.227725955,6.549641858,1.858217213
4.337,3.377147352,2.386101815,1.533785861,9.769629585,1.133222669
4.338,4.383294842,4.737091637,3.204051405,2.445620746,0.776897104
4.339,6.439104476,8.563589213,5.092617951,3.891159699,0.998174874
4.34,1.831689313,3.300786396,0.369366545,9.675422068,5.833410275
4.341,3.665451238,6.199670055,1.436269385,7.501557234,1.630479929
4.342,4.5371601,9.15247212,5.565823828,5.410087604,8.85999504
4.343,3.521852171,4.653697024,7.143895132,1.975195986,3.3872075
4.344,6.836730805,3.33749544,3.528583901,9.634820329,3.01348391
4.345,2.08313275,0.342094595,0.76976108,9.061691263,2.105538379
4.346,8.959313957,6.517150049,4.336587186,2.859344134,4.661745027
4.347,3.160981792,2.445538891,5.485082746,0.163811113,0.785800457
4.348,9.429547341,5.420417344,1.144150845,8.983611886,8.0600467
4.349,9.03615168,2.122800269,6.75170511,0.24862093,3.628609484
4.35,3.368980743,1.726542848,1.308081299,2.522182403,4.125317972
4.351,1.092292618,3.197572053,5.657193116,4.126012346,4.789973074
4.352,2.595175529,7.867249684,8.521418803,4.629157488,8.710862664
4.353,0.127575475,0.45045474,1.114795446,2.334262776,8.06077743
4.354,8.516460919,9.843217495,9.006928308,3.808328716,7.297482084
4.355,9.183808249,2.932836832,5.958488787,7.117052884,2.017758544
4.356,5.128534909,2.964498447,6.660459701,8.240969554,1.638362235
4.357,4.003879849,4.662691481,2.243175239,5.13978054,7.104071754
4.358,6.667561188,5.337309838,7.089437081,4.626163387,5.485606002
4.359,5.566782828,2.119245073,4.953454917,4.509014739,3.021202551
4.36,3.310674396,7.298052511,8.853932793,1.376492602,1.513032741
4.361,8.091070894,8.999804804,8.641495919,7.78528033,5.827345917
4.362,0.150233413,4.970756688,4.288660817,3.394201897,5.628769147
4.363,6.107237373,7.173786549,1.326338333,2.26783045,0.179766233
4.364,3.712906909,9.064501076,8.178234364,9.633281632,5.399355031
4.365,2.404530048,2.313723153,3.714737082,1.653687628,2.265695727
4.366,2.590385019,9.532626494,1.928693998,6.630971435,2.175633704
4.367,2.057306367,1.236098859,8.170471693,1.343448611,0.762011875
4.368,1.037999369,5.690575785,7.571471124,4.702139174,8.370488388
4.369,4.590874695,7.496677773,7.443201583,7.145614332,5.023720286
4.37,0.568885198,7.244738155,9.533710388,2.924467897,8.243182513
4.371,1.41579362,9.770397056,6.222216493,1.574332943,3.144326752
4.372,4.61154,1.087662374,6.584683821,8.856162831,7.416062854
4.373,7.726026039,2.289504005,5.812783949,2.265090924,0.542120903
4.374,4.436765967,5.948521302,8.75029992,8.004499084,7.816812687
4.375,7.142300916,9.348373459,7.563877302,0.360226386,4.69270854
4.376,1.530545788,1.353070642,5.530588978,6.714855438,9.842463187
4.377,0.796164868,6.752416149,8.456504603,1.736731878,6.247601508
4.378,9.46211241,5.52117094,4.81890614,5.278856202,8.629312459
4.379,3.47546332,9.992984875,3.261105943,4.342015576,4.89424899
4.38,3.416768576,6.330360966,4.971993552,7.506397312,4.235442611
4.381,7.59906047,7.241899004,1.136693154,0.981764028,9.967070184
4.382,6.25520385,3.974166046,1.726021386,3.38812239,6.17412345
4.383,0.948183209,3.570881297,5.914736805,4.448539893,7.334379026
4.384,3.810718045,2.742910832,9.887096496,2.567278676,1.564479274
4.385,1.973898121,7.713474913,7.675351477,3.44979723,0.396537285
4.386,3.559569691,7.329441882,2.581460385,4.577566383,9.830041763
4.387,1.355567799,5.508156808,5.397905276,3.926450942,6.318552187
4.388,9.003358986,7.097995263,6.713035402,6.350264037,5.578890896
4.389,0.131943797,5.124357996,7.370404737,9.911113701,3.08268326
4.39,4.925518238,1.168532319,5.811743767,6.392853034,2.938959397
4.391,0.720604194,3.21034217,5.05479264,8.867324031,5.183624447
4.392,7.104071947,0.124580786,7.150495746,9.340561568,8.942451841
4.393,7.074924457,7.362696194,9.283529392,1.012178094,3.177845887
4.394,8.360259953,6.125221502,0.080907559,2.767630548,0.60907933
4.395,1.528812931,4.983311274,8.382622675,7.376108843,1.703760542
4.396,2.191823096,1.336368803,8.259997838,4.671571341,4.958933648
4.397,4.28277064,9.742010581,2.798585607,4.826496428,6.863581709
4.398,7.737218612,3.457647203,5.044930495,6.992931433,5.631934928
4.399,4.782645814,9.748178884,2.112553811,7.545604338,8.138310439
4.4,4.475400787,8.689519258,0.9643296,0.951578106,9.002143075
4.401,4.517446078,3.227093987,9.012898952,9.460890008,7.9407419
4.402,7.396202741,6.639366711,0.984780715,8.11980688,4.843032994
4.403,1.79315371,9.566824946,6.617990913,7.063837255,7.29209469
4.404,5.29922574,5.237904671,6.317184039,4.239242546,5.366797122
4.405,8.598554504,8.943857386,9.30929505,6.506558275,8.703880851
4.406,4.138432382,8.071898766,2.503394303,6.130046781,3.025429946
4.407,9.112939068,8.993478594,2.087805107,3.288088406,4.581206456
4.408,5.350745647,0.515825425,6.180826544,8.243857705,6.071714052
4.409,8.324321339,0.126648518,2.366834947,3.240741784,7.959399345
4.41,8.84767115,4.270296014,6.957272655,9.11504684,0.078051225
4.411,8.846734059,0.297972424,1.24513863,9.019560476,6.874938134
4.412,7.521350477,8.718027597,9.064495922,3.624984193,6.229172576
4.413,6.087423786,5.920479146,6.87996335,5.26657193,3.251422217
4.414,3.577569514,1.028710439,1.579636956,0.519363584,5.976741707
4.415,5.459583393,5.833787571,7.510256911,2.832278536,1.20502289
4.416,2.77579984,2.660377751,7.161826237,1.656841336,1.16599861
4.417,2.725204193,9.882962095,0.848028924,7.630490339,2.628081438
4.418,2.18670991,0.193172322,0.48338288,8.090167904,6.446450632
4.419,9.26817748,7.322602012,2.5191111,0.041307002,8.715141488
4.42,7.144159796,4.493792294,2.8691955,4.398285393,5.920136789
4.421,8.606788033,2.411079923,3.388609746,6.737193374,6.322067888
4.422,4.920432921,8.952712857,2.462961731,1.872109405,1.666995032
4.423,5.539145018,7.159445097,9.794658021,8.239128142,5.689944818
4.424,2.403353411,7.93942141,8.017386231,0.794846988,3.221786074
4.425,4.070361578,0.968302091,2.148571964,1.829773574,4.524737143
4.426,5.009104976,2.41944629,3.787185497,1.611350793,7.24986237
4.427,1.216246435,6.112310209,6.88651913,3.58664734,1.982820883
4.428,9.54539466,4.641277587,9.859933516,9.526466178,9.982348366
4.429,3.893895636,6.6918922,3.956425794,6.131313541,2.804914915
4.43,9.030587225,6.33690421,7.705897287,5.553553896,9.011471381
4.431,3.473889044,4.721665056,4.298304765,8.776461117,8.571005754
4.432,7.022827663,7.971934717,3.742716332,0.298954683,3.956903342
4.433,5.49795509,9.252331504,6.906809228,4.88652415,1.572861713
4.434,7.78621577,2.236664555,8.706069855,1.597523179,8.313786028
4.435,0.36004865,9.707741121,1.497923211,4.035358368,6.346820515
4.436,5.838499042,3.370418274,5.728011679,1.965317155,9.571235623
4.437,2.925351313,3.105509062,6.949530037,1.632806898,6.191245709
4.438,3.309508779,2.54549025,4.90148588,7.955655061,5.24640348
4.439,8.800491079,1.576539201,7.193294925,3.481649571,5.584608078
4.44,2.429913148,7.200356342,2.020929034,3.345507675,5.923846028
4.441,9.306298056,3.462174167,9.122303876,5.831766049,0.669296048
4.442,6.853253089,4.023517589,3.989892916,4.101546234,1.634508416
4.443,5.907665303,7.395969894,4.211880453,5.354880358,5.745669696
4.444,9.015255918,0.150507337,3.16379218,5.957790639,7.27119542
4.445,1.694194622,9.879397727,3.131245737,8.937188375,2.437384903
4.446,3.86858945,9.612303853,0.918225207,5.567580608,9.724954983
4.447,0.506665424,6.710943315,7.589309505,7.322621766,8.886026277
4.448,1.368613047,7.370939992,7.577821665,6.818480938,1.147443573
4.449,4.440336984,1.193994934,2.471327607,0.857874201,9.917634221
4.45,1.623643104,9.39574167,0.06669203,2.489174398,9.84403267
4.451,1.289165674,3.024297938,3.833137872,2.406102014,9.411187027
4.452,2.243437317,8.745568482,3.100893634,0.66865235,7.870279821
4.453,3.417054943,7.915189277,1.058445011,6.230753723,6.300588873
4.454,7.769774546,7.91531967,2.925474971,7.337788217,9.116524457
4.455,8.624369663,3.541262481,0.938202331,1.253456045,6.585063052
4.456,5.852198048,6.687567178,3.072781022,6.261710119,1.019556697
4.457,6.22194462,0.685949692,7.250226625,0.258310493,9.625938588
4.458,7.695722256,6.315514212,6.676772115,2.252247602,8.61964482
4.459,0.20422258,8.224138989,7.038728299,6.030475643,8.449512572
4.46,5.533910863,2.309669248,6.003083427,3.775284783,7.622065287
4.461,3.047607567,7.55776436,6.538991972,4.377227282,4.627525841
4.462,4.101009516,1.958472144,9.096519368,0.342410844,1.208836734
4.463,3.205955961,3.435804594,4.402297387,3.46664865,6.014452609
4.464,5.358449021,9.821222652,5.424857466,0.158885386,1.485262253
4.465,0.542416699,1.537563062,9.477798805,4.932943435,3.309396264
4.466,9.824028472,2.884185503,8.491043552,5.875578985,0.35293803
4.467,0.625809754,0.571369244,8.411909451,2.308110857,9.876768073
4.468,5.35284022,2.815624631,2.966706799,3.207270685,0.391982453
4.469,8.491121252,2.950314528,0.747843555,6.930742307,3.594152315
4.47,7.020335998,9.724364134,3.867458444,9.932577092,6.611368025
4.471,6.022008682,8.685067773,6.527071221,4.311507443,7.161450308
4.472,6.956978689,8.157087743,8.928366604,9.117120782,8.440549769
4.473,9.464131604,7.732291378,9.046230462,6.785040667,3.613133283
4.474,2.567739117,8.55024181,5.029494801,3.755367968,7.844293156
4.475,6.458463602,4.555612686,7.197495356,4.113843392,7.449434959
4.476,5.646478141,7.498895771,6.356860848,8.395527407,1.278385827
4.477,5.157832484,1.187466353,7.183027984,2.647689899,8.211020509
4.478,3.542930554,7.586858168,9.902795518,6.136684458,3.67178548
4.479,8.04253212,6.74050738,8.893288273,4.292771661,0.868533341
4.48,6.44270115,9.425606961,4.785995322,0.57813839,1.411014972
4.481,7.055407732,0.012388302,5.075595616,5.492321975,3.83327587
4.482,5.439316315,1.133445493,4.09932419,5.112536713,4.550218214
4.483,9.591631479,0.583194049,3.193838532,7.910890588,2.341947276
4.484,2.412540509,3.142019457,0.496110233,2.952033563,3.403712926
4.485,1.348562719,2.905870011,0.001418786,8.02890825,0.28338349
4.486,5.935211059,7.848723835,0.338216757,6.008398788,5.332156509
4.487,0.124027438,8.581818005,2.444551782,5.862237506,6.697686415
4.488,2.689422676,2.73760117,2.079306984,0.509358828,1.264918378
4.489,2.533845121,0.012533677,0.028679569,8.656577299,9.907595548
4.49,4.563755848,9.044733766,8.550818314,3.101128775,5.258524162
4.491,0.008859737,7.183607772,6.001291168,1.607155948,5.145164499
4.492,0.983952592,6.741901886,0.518299962,2.879688946,8.593853935
4.493,5.604890888,9.805947496,9.838238826,2.730974434,2.955756705
4.494,2.970866716,7.707090994,4.137615485,4.392798863,3.223193032
4.495,1.975834693,3.94218064,1.305103649,4.283877942,2.958116354
4.496,2.976939045,8.481378257,1.333726865,0.850730772,6.596520291
4.497,5.180520937,9.974989403,3.620204515,1.57965579,8.124544024
4.498,8.302915072,9.610507691,2.973834084,4.526853454,9.848962855
4.499,6.871202777,9.068086084,0.410686958,9.857028808,9.723550513
4.5,5.978236887,3.695825905,6.055930983,5.897171476,0.000622564
4.501,9.105003263,0.867740032,6.795316605,2.813320975,2.879468322
4.502,3.451742666,5.767520928,7.775818983,1.896116178,3.302288366
4.503,3.03465382,6.457453143,7.280796794,8.532297925,4.177327089
4.504,1.658488551,7.959261467,2.613832366,7.867111084,3.471538128
4.505,9.116193958,3.497755674,1.878372692,2.754836221,8.846988931
4.506,9.916147546,8.197062501,5.960603395,2.402238049,4.739017234
4.507,7.346584901,8.240477406,5.435059857,1.079516695,6.604054964
4.508,0.34404211,1.924035333,2.553999031,4.963717601,2.768880117
4.509,1.000592008,6.100360018,8.542548818,1.881945955,6.1558283
4.51,8.744606286,4.773321695,2.963911389,9.556515225,1.347910111
4.511,6.588362799,7.529378059,9.326812472,7.959847877,1.137879709
4.512,3.935087162,0.825661856,4.277225652,0.8527649,4.382780128
4.513,4.89265959,3.17710957,2.53417111,1.187878578,7.160187202
4.514,9.447065128,0.414742455,9.752697837,1.371577567,3.389844541
4.515,9.358561135,4.615702608,1.126733029,1.418602491,0.50796666
4.516,4.281648127,0.341335485,9.948807792,3.223120673,6.84044768
4.517,5.593470342,1.090360862,7.249445677,7.741846871,5.165233108
4.518,0.105633789,4.327032453,2.401659752,4.430040348,0.626751744
4.519,0.147499697,2.656681006,4.468482501,9.418685151,0.844774012
4.52,3.070333489,8.206588452,4.038501292,7.294504375,8.575912547
4.521,5.203615776,6.317887949,5.612132231,0.800506069,4.204573908
4.522,3.124333152,5.708238002,9.555664639,4.360330319,1.748173978
4.523,5.093215709,3.628605914,9.72723954,2.477042785,7.646778411
4.524,5.958304061,7.457726302,1.455045647,1.153489443,9.280864047
4.525,2.537821877,3.551365457,9.898775936,3.495921197,3.23216131
4.526,7.706059801,6.823974814,0.257624083,3.281105719,1.366920341
4.527,2.442525514,6.996555514,3.98672531,2.223336344,4.234681048
4.528,9.281805535,1.224702893,8.213954239,5.471844454,7.058998901
4.529,2.440890716,3.631802475,5.710198917,4.944698386,5.704250607
4.53,4.949552498,0.15809102,6.705778519,3.279471968,7.428576287
4.531,9.639401527,3.127599894,1.266368478,3.984091774,9.500647565
4.532,5.585936603,6.835864292,3.009129484,1.11520337,9.346201734
4.533,2.277486712,1.858329359,5.449574166,8.36454796,4.255282322
4.534,9.961875796,4.844962501,4.001373387,1.225257579,7.044034348
4.535,0.785450272,2.930909676,6.240261644,5.178158697,4.76803918
4.536,5.775575344,8.596664375,5.679167848,0.412788056,5.996353634
4.537,2.871555266,5.04681345,1.752054583,7.020767412,5.40312876
4.538,9.182955353,6.70512352,8.50753424,9.947206304,9.705586122
4.539,0.82977952,0.733438484,2.71895214,2.171427531,1.071205687
4.54,0.478587469,4.364992642,6.585307515,9.560858166,8.062692091
4.541,8.86206154,3.152480237,3.983892902,2.788248334,0.686648319
4.542,3.055712538,1.306928392,3.294457208,2.934422747,6.049469964
4.543,3.98722491,4.707146524,7.26651989,0.805511618,7.988236648
4.544,9.626251311,2.664799361,6.11823287,4.137166048,0.657173072
4.545,9.411847519,7.172496104,5.761234823,7.274305752,0.196750798
4.546,6.788691776,3.196371898,4.1912585,9.008329057,5.808920371
4.547,1.359271187,3.846074628,4.996027438,0.570050555,1.300392813
4.548,0.647624708,2.312616306,3.647735892,2.166830153,9.621970832
4.549,4.510887979,2.465355859,7.465911557,1.70595976,3.206614891
4.55,3.793197393,6.690074535,8.673436336,6.962396907,6.976262442
4.551,1.602162355,7.820233724,5.309354654,3.620198878,4.017438961
4.552,8.393245303,1.167347041,8.237834051,9.035498483,6.878041526
4.553,8.984003559,3.342594382,1.766262258,8.965802652,6.246540038
4.554,6.109465552,8.682203732,3.703092698,9.87942928,5.21242257
4.555,8.445686295,4.05188943,6.175324745,7.328747641,7.561069344
4.556,5.198258959,5.773914728,1.368973813,1.445804311,9.193937167
4.557,1.306561744,1.257437287,0.313398741,8.315389988,3.885978638
4.558,4.015066521,7.314016279,9.534031735,7.675708429,0.168160793
4.559,8.908681026,8.704299081,0.380907738,9.441819322,5.466512678
4.56,2.330152737,4.425923917,7.934013814,8.015663173,4.1696899
4.561,3.661589463,8.395422058,3.338301678,2.617784237,6.879335041
4.562,2.224417661,9.89804041,1.846747299,5.298685074,3.9700501
4.563,5.37739232,7.158358915,7.268331031,4.823600167,9.722168072
4.564,7.762259021,7.417284747,8.923692208,5.15461534,0.762740943
4.565,4.445850249,6.195537207,8.246811668,7.647923528,8.21353794
4.566,1.292789657,2.334912467,8.159371382,3.431520549,5.422602496
4.567,3.198234854,6.204919864,4.856064129,0.119895641,6.264588026
4.568,1.804158066,3.118060412,4.18047441,5.977642814,2.678772316
4.569,2.541518042,5.499853937,8.876820561,4.906866603,8.348956896
4.57,6.485132397,5.536667476,5.832257142,8.90950237,7.252691485
4.571,1.432167989,2.65328584,6.738846711,0.206741516,9.223934407
4.572,6.748828876,6.035914721,2.309198292,9.410591119,1.101196396
4.573,0.514214537,3.978730021,7.885520982,6.191818841,6.215702182
4.574,5.887526531,0.036624673,0.180200843,0.136717027,5.073185378
4.575,2.21687953,5.540427744,9.802695875,3.693550267,7.295504081
4.576,2.636024491,2.266276074,8.205788547,8.214681821,5.985500667
4.577,4.411366836,5.446373593,4.281495358,2.183701612,9.601990705
4.578,6.749103268,1.179383479,9.63630395,0.72336602,4.631537894
4.579,6.434264523,0.012292407,6.535002433,8.500411272,0.664136988
4.58,9.74373794,9.861223723,9.652644893,9.000559718,6.956185876
4.581,4.231112531,8.818258855,0.406331657,7.476300925,4.104404557
4.582,5.260709491,5.88532056,0.719812954,9.711556843,5.636306946
4.583,5.984083531,4.615177382,1.289548624,5.27468784,0.554509816
4.584,3.352591926,1.823705719,8.785075334,1.054931143,9.100836393
4.585,0.170882358,7.576138003,4.13924196,1.520324855,1.417229034
4.586,8.796017537,9.056718602,9.094658666,0.997612212,6.715504485
4.587,8.520105598,9.958071495,6.096123298,0.71233249,1.473662876
4.588,3.440735249,0.900752182,0.698793835,9.589237641,3.606907957
4.589,8.930226175,3.762523714,3.254538178,4.25401878,1.041676
4.59,2.519441445,7.524866422,8.199308785,1.228469289,9.149339331
4.591,8.403627389,1.163070467,7.689027356,7.288843674,5.014101342
4.592,3.232112806,6.981213243,7.01706975,3.124758769,2.303614375
4.593,2.480648974,2.849044853,5.480059909,6.02896795,5.14518436
4.594,8.031985485,4.157939396,0.426824816,2.538987968,8.7485634
4.595,8.600210357,2.346477401,2.923003095,6.661447562,6.22393194
